Etym : Del nombre gaélico Dubhghall, de dubh negro& + <head>gall<head> & extraño. 	desconocido	bilis										
De hecho, las <head>agallas<head> surgen de la picadura de los tejidos de la planta por los ovipositores de las avispas hembras de las agallas, y el huevo puesto en los tejidos de la planta se desarrolla dentro de la agalla en una larva, que finalmente emerge completamente desarrollada y se transforma en una avispa de las agallas madura. 	vesicula	abultamientos	nodula									
En la brillante propaganda de Boston Magazine sobre Via Matta, tuvo el extraordinario <head>descaro<head> de decir esto: Via Matta, sin duda, ha encontrado su nicho entre la multitud de Boston. 	descaro	atrevimiento	coraje	desfachatez								
¿Qué debe hacer el mundo ante estas <head>sombrías<head> predicciones? 	sombrio	desalentador	oscuro	siniestro	lugubre	extrano	desesperanzado	raro				
Él también solo puede observar con una desesperación cada vez mayor a medida que avanza el trabajo <head>sombrío<head>. A mí me parece más una resignación, pero a AudioVision no le interesa dejar que tomemos nuestras propias decisiones. Finalmente, la policía militar se lleva las cajas para desecharlas. No, simplemente se los llevan. 	desalentador	extrano	sombrio	deprimente	sin esperanza	pesado	raro					
Prefiero caer boca abajo, rápido, en un plato de chili a los 76 que sufrir las <head>sombrías<head> atenuaciones de la decadencia mental y alejarme de este plano mortal a los 78. 	desalentador	sombrio	severo	siniestro								
Vincent van Gogh en 1880 era un fracasado de 27 años: un clérigo despreciado y rechazado en un <head>sombrío<head> pueblo minero atrasado en Bélgica. 	sombrio	lugubre	inexorable									
El acaparamiento y el ahorro reaccionan con <head>sombría<head> venganza. 	lugubre	sombrio	severo	siniestro	fiero	inexorable	salvage					
Una vez asimilada esa <head>sombría<head> realidad, la respuesta de Kubrick fue un tributo extraordinario a Sellers como actor : No podemos reemplazarlo con otro actor, tenemos que sacar un personaje auténtico de la vida, alguien cuya carrera actoral sea secundaria. -un vaquero de la vida real. 	oscuro	siniestro	obscuro	triste realidad	deprimente	inexorable						
Su viaje había sido una lucha <head>sombría<head> con canchas mojadas, roca friable y pernos en mal estado : habían alcanzado el límite de 1979, pero no pudieron ir más allá. 	incansable	esforzado	incesante	torvo	duro	pesado	severo	triste				
Me preocupa que estén tan <head>sombríos<head> y enojados. 	hurano	torvo	enfermo	malhumorado	triste	siniestro	desalentador					
Ese es el veredicto <head>sombrío<head> de Lawrence Kaplan en Bagdad. 	desalentador	obscuro	sombrio	simple	desesperanzado	severo	siniestro	pesado				
Empezó con un aspecto bastante <head>sombrío<head>, pero tuvimos bastantes lluvias en abril y mayo. 	sombrio	seco	obscuro	triste	lugubre							
- 50 dólares, <head>miento<head>. 	mentir											
Pero a pesar de esta verdad, así como ustedes en la posición de aspirantes y discípulos saben mucho acerca de la Jerarquía, su vida, objetivos y reglas condicionantes, así yo, un Maestro de quinto grado, sé mucho acerca de lo que me <head>espera<head>.; Por lo tanto, puedo esforzarme por aclarar una pequeña parte de estas verdades esenciales para aquellos que puedan beneficiarse de ellas. 	yacer	albergar	estar frente	permanecer frente	esperar							
Me <head>acuesto<head> en mi cama-futón con una pequeña almohada llena de frijoles debajo de mi cuello. 	recostar	acostar	yacer									
Por ejemplo, suponga que en el viaje de regreso de Deneb a la Tierra, los astronautas <head>colocan<head> el Tubo II en lugar de viajar de regreso en el Tubo I, el primer tubo que produjeron. 	poner	colocar	librar	dejar	parar	no usar	usar					
Lo que <head>yace<head> debajo de las ánforas y el estiércol (quizás el casco de madera del barco, las herramientas, los artículos personales y las monedas, que ayudarían a determinar la fecha del hundimiento) solo se puede saber mediante excavaciones. 	yacer	encontrar	permanecer abajo de	estar debajo de	estar							
No puedes <head>estar<head> frente a la excavadora indefinidamente. Estoy listo...   Zaphod, te ves bien. 	acostar	permanecer	mentir	estar	yacer							
Siguió adelante y en el gran salón vio que toda la corte yacía dormida, y junto al trono <head>yacía<head> el rey y la reina. 	permanecer	estar	encontrar	estar en el suelo	yacer							
Agarró el bláster que <head>estaba<head> en el asiento junto a ella y le disparó. 	encontrar	estar	sentar	que esta	permanecer							
Ya sea <head>mintiendo<head> por omisión, mintiendo por desvío de la dirección o mentiras descaradas, es terriblemente difícil extraer pepitas de verdad del ruido. 	mentir	permanecer										
Estás desnudo, <head>acostado<head> en tu cama rodeado de juguetes sexuales, con una botella vacía de lubricante y una cinta de video a tu lado. 	permanecer	estar	encontrar	poner								
Está en la naturaleza humana luchar injustamente; por lo tanto, necesitamos pensar con anticipación y ensayar con anticipación cómo pelear de manera justa, para que no nos volvamos <head>desagradables<head> cuando nos enojamos. 	feo	desagradable	antipatico	malo	sucio	despreciable	injusto	ser grosero	perder la compostura			
No dijo nada y siguió sonriendo con una sonrisa poco sincera y <head>desagradable<head>. 	desagradable	feo	sucio	fingido	malo							
La Montaña : Las condiciones están a punto de ponerse <head>feas<head>. 	dificil	feo	inconveniente	desagradable	complicado	grave	incomoda					
Y probablemente seguirá siendo <head>desagradable<head> durante la próxima administración, sin importar quién gane. 	feo	desagradable	malvado	no bien	complicado	grave	dificil	molesto	desorganizado			
El desagradable partido después del 10 de octubre, líder : Iain Duncan Smith pronunció ayer un discurso en la conferencia del partido Tory de 2003 en Blackpool que fue <head>desagradable<head>, brutal y largo. 	desagradable	feo	chafa	malo	grosero							
 (sobre jugar Verdasco) Es <head>desagradable<head>. 	desagradable	feo	sin abilidad	asqueroso	malo	horrible						
El progreso del libertino misógino de 1966 de Lewis Gilbert siempre dependió de la descaro, el encanto y el descaro del icónico cockney cockney de Kohl-eyed Caine para quitar el mal sabor de boca. 	desagradable	feo	horrible	amargo								
Me gustaría un rifle automático o un lanzagranadas grande, <head>desagradable<head>, malo y feo que pudiera disparar a cualquier automóvil cuya alarma suene repetidamente. 	feo	malvado	potente	padre	desagradable	sucio	malo	maligno	malevolo	horrible		
Hace unos años, cuando la mayoría de los monitores usaban 256 colores, era importante usar la paleta Web Safe para evitar el <head>molesto<head> tramado. 	desagradable	molesto	feo	incomodo	fastidioso							
Estos programas, llamados malware, pueden hacer cosas <head>desagradables<head> como espiarte cuando usas tu PC y permitir que los hackers accedan a tu disco duro. 	desagradable	feo	horrible	grave	odioso							
Me alegro de que hayamos ganado mucho dinero, aunque <head>casi<head> les cuesta la cordura a los dos. 	casi	por poco										
En las elecciones de 1997, el nacionalismo constitucional <head>casi<head> pierde ante el republicanismo. 	casi	por poco	estar cerca de									
Fire Lookout Museum 123 W. Westview Spokane, WA 99218 (509)466-9171 correo electrónico : rkresek@webtv.net INTRODUCCIÓN Durante el verano de 2000, el interior del noroeste de los Estados Unidos experimentó una temporada de incendios forestales <head>casi<head> sin precedentes en los Estados Unidos. 	casi	sin	cerca de	por mucho								
HOUSTON, Texas (CNN) — Se cree que los restos humanos encontrados en un campo en Texas el sábado por la noche son los de al menos uno de los siete astronautas que perecieron a bordo del transbordador espacial Columbia cuando se desintegró a <head>casi<head> 40 millas sobre la Tierra. 	cerca de	aproximadamente	casi	cerca	casi a	a casi						
Geográficamente, Cisjordania, entonces bajo el dominio y la ocupación de Jordania, dividía a Israel <head>casi<head> por la mitad. 	casi	cerca	aproximadamente	cerca de								
<head>Casi<head> no había terminado el trabajo que tenía entre manos. 	casi	cercanamente	aproximadamente	estar cerca de	ni por poco							
Compuesta por miles de pequeñas unidades independientes, la industria de la impresión emplea a <head>casi<head> 1 millón en unas 60 000-100 000 plantas y representa alrededor de 100 000 millones de dólares en negocios cada año, mientras que al mismo tiempo contribuye a las emisiones tóxicas al aire. y problemas de desechos sólidos y químicos en una escala cada vez mayor. 	casi	cerca de	cerca	aproximadamente								
De hecho, según su biografía en el Congreso, Murtha estuvo en servicio activo durante seis años como máximo (1952-55 y 1966-67); el resto del tiempo, incluidos unos 16 de sus <head>casi<head> 32 años en la Cámara, fue reservista. 	casi	cerca de	ya casi									
Semánticamente, FDR PODRÍA ser la causa de la Gran Depresión si piensas, como yo, que la recesión no habría durado <head>tanto<head> tiempo sin todos sus impuestos, fijación de precios, fijación de salarios y regulaciones. 	por tanto	casi	tanto como	siquiera	casi igual							
En la década anterior de lucha política, la Sra. Bhutto fue arrestada en numerosas ocasiones; en total, pasó <head>casi<head> 6 años en prisión o detenida por su dedicado liderazgo del entonces opositor Partido del Pueblo de Pakistán. 	casi	cerca de	aproximadamente	cerca								
Nuestro pico es a principios de noviembre, pero se ha vuelto un poco más tarde a medida que pasan los años, dijo Dave Menke, especialista en recreación <head>al aire libre<head> del Complejo de Refugio Klamath del Servicio de Pesca y Vida Silvestre de EE. UU. 	al aire libre	de campo	aire libre	exterior	externo							
Los objetivos del campamento incluyen: 1) Experiencias al aire libre 2) Integración social (hablantes de inglés y español) 3) Aprendizaje académico al aire libre Los estudiantes planificarán y dirigirán una variedad de juegos y actividades que incluyen, entre otros: lecciones de matemáticas, arte proyectos, juegos e iniciativas de liderazgo / formación de equipos <head>al aire libre<head>. 	al aire libre	de campo										
Consejos de verificación de seguridad eléctrica <head>al aire<head> libre para el uso seguro de la electricidad al aire libre ESFi Electrical Safety Foundation International Publicado como un servicio público por la Electrical Safety Foundation International en cooperación con la Comisión de Seguridad de Productos del Consumidor de EE. UU. y el Consejo de Seguridad de Canadá. 	externo	al descubierto	al aire libre		calle	publico						
Según John Reichling de Camp, Dresser McKee, una firma de ingeniería ambiental en Cambridge, Massachusetts, refugiarse en el lugar también implica cambios arquitectónicos como la ampliación de los pasillos, la ampliación de las habitaciones y el cierre de los pasillos <head>al aire libre<head>. 	al aire libre	abierto	aire libre	exterior	descubierto	externo						
Un puente lleva al espacio <head>exterior<head> que es el corazón de la casa, el núcleo, sostenido a cada lado por las tres estructuras que lo rodean. 	al aire libre	externo	expuesto	abierto	exterior	descubierto	afuera					
Trabajo : En un espacio protegido del Paisaje, elaboración de casitas de madera para los pájaros, limpieza de manantiales y riachuelos, labores ambientales <head>al aire libre<head>. 	al aire libre	silvestre	natural	externo								
IATSE donó mano de obra gratuita y un sistema de sonido <head>al aire libre<head>. 	al aire libre	externo	para usar en espacio abierto	exterior	callejero							
Esto es casi tan grande como lo requieren la mayoría de los fotógrafos de bellas artes, e incluso las vallas publicitarias <head>al aire libre<head> se hacen rutinariamente a partir de archivos con menos resolución que esta. 	al aire libre	externo	exterior	para usar al aire libre								
Los niños y adultos activos, y las personas con enfermedades respiratorias, como el asma, deben evitar el esfuerzo prolongado al aire libre; todos los demás, especialmente los niños, deben limitar el esfuerzo prolongado <head>al aire libre<head>. 	al aire libre	externo	exterior	al descubierto								
Con la creciente demanda de estos finos muebles de jardín, se vieron en la necesidad de dedicar una parte de su negocio a la vida <head>al aire libre<head> y muebles de patio. 	al aire libre	externo	exterior	para espacios abiertos	natural							
Debido a la dependencia económica de China del comercio, la balanza de pagos debería ser el factor principal para juzgar si el tipo de cambio del yuan es <head>razonable<head>. 	razonable	factible	coherente	bueno	justo							
La ley de derechos de autor ya abordó el problema de una manera mucho más <head>razonable<head>. 	razonable	bueno	propicio	factible	coherente	sensato	apropiado	prudente	adecuado			
Lo que requerimos ahora es la cooperación del Gobierno Federal para proporcionar un flujo de dinero hipotecario a través de CMHC a tasas de interés <head>razonables<head> y alentar a que los préstamos convencionales se canalicen hacia unidades más pequeñas para que podamos tener la oportunidad de obtener la mejor vivienda. y programa de construcción en Canadá en 1971. 	razonable	factible	coherente	equitativo	logico	prolongado	bueno					
Para personas <head>razonables<head>, seguro que será suficiente. 	razonable	coherente	inteligente	sensato	racional	logico	con sentido comun					
Su objetivo debe ser negociar un tipo de contrato y un precio (o una tarifa y un costo estimados) que generen un riesgo <head>razonable<head> para el contratista y le brinden el mayor incentivo para la ejecución eficiente y económica del contrato. 	razonable	procedente	sensato	fuerte	logico	prudente	adecuado	considerable	estimable			
Y si no se puede introducir un equilibrio exacto y seguro, es más <head>razonable<head> que se pierda un peso preponderante. concederse al mayor interés que al menor. 	razonable	sensato	racional	logico	adecuado							
Además de supervisar el funcionamiento de PIPEDA y atender las quejas, puedo realizar auditorías de las prácticas de manejo de información personal de las organizaciones, si tenemos motivos <head>razonables<head>. 	razonable	suficiente	sensato	propio	logico	prudente	adecuado	amplio	bueno			
El asunto de las pruebas adicionales puede entonces ser escuchado cuando la otra parte haya tenido una oportunidad <head>razonable<head> de preparar presentaciones sobre el asunto. 	suficiente	razonable	sensato	logico	bastante	moderado	bueno					
Esto permitirá que los proveedores de atención médica con licencia estatal utilicen terapias alternativas seguras, no aprobadas por la FDA, que tengan una expectativa <head>razonable<head> de ganancia terapéutica si el paciente ha sido completamente informado sobre el tratamiento. 	razonable	logico	amplia	bueno								
(2) En una acción civil conforme a la subsección (a) de esta sección, el tribunal, a su discreción, puede conceder a la parte vencedora, que no sea de los Estados Unidos, honorarios y costos <head>razonables<head> de abogado. 	logico	considerable	razonable	suficiente	fuerte	adecuado	moderado					
Pero creo que ya podemos ver a partir de esta y otras defensas provenientes de funcionarios de la administración que la línea de la Casa Blanca sobre esto está llena de claras distorsiones y declaraciones erróneas de los hechos, la mayoría de las cuales son fácilmente identificables por personas que tienen incluso una comprensión <head>aproximada<head> de los hechos. tiempo y problemas involucrados. 	poco	aproximado	escaso	vago	torpe	impreciso	ligero	burdo	superficial			
A la derecha hay una fuerte caída de 10 pies. a hierba áspera entre la 4ª y la calle adyacente. 	aspero	en mal estado	rugoso	duro	rudo	salvaje	grueso					
La superficie del teclado es de metal <head>rugoso<head> (una sensación de hierro forjado, por así decirlo), y dos abrazaderas de madera negra sostienen el marco a cada lado. 	aspero	resistente	rugoso	mal estado	duro	simple	sin pulir	puro	fuerte	pesado		
Una forma muy <head>aproximada<head> de medir su llamado peso preferido es usar el índice de masa corporal (IMC). 	simple	aproximado	improvisado	vago	primitivo	impreciso	sencillo					
NOTA : Para los modelos de aviación y MRF, el campo de índice elevado no se transmite, por lo que en su lugar se traza el índice showalter (un equivalente <head>aproximado<head>). 	aproximado	rudo	brusco	vago	simple	impreciso	burdo	sencillo				
Las estimaciones <head>aproximadas<head> muestran que hay entre 75,000 y 100,000 oradores profesionales solo en los EE. UU. y cuando agrega entrenadores, el número sube a millones. 	aproximado	inicial	vago	preliminar	impreciso	burdo						
Aparentemente, el entrevistador, Cathal MacCoille, le dio una <head>mala<head> pasada. 	rudo	tosco	dificil	malintencionado	cansado	aspero	duro	exhaustivo	pesado			
A continuación, la pieza pasaba al alisador, quien repasaba todos los cortes <head>bastos<head> con ruedas de piedra llamadas craighleiths. 	aspero	tosco	desigual	rasposo	torpe	impreciso	violento	grueso				
Era una zona muy pobre y Stanway Street estaba muy concurrida y <head>peligrosa<head>. 	rudo	tosco	barrio bravo	peligroso	mal estado	dificil	feo	pesado				
El Coronel Berry lideró nuevamente, así que fue un trabajo <head>duro<head>. 	rudo	dificil	pesado	complicado	exhaustivo	tosco						
Si bien la atención de Washington se enfoca en las contiendas congresionales clave y las contiendas para gobernador, las medidas electorales tienen un impacto directo en cómo se <head>maneja<head> la sociedad estadounidense y, a menudo, presagian futuros debates políticos nacionales. 	dirigir	administrar	guiar	manejar								
Nadie se convierte en maestro hasta después de hacer una pasantía en una escuela <head>en funcionamiento<head>. 	operar	de practica	correr									
Corría de seis a siete páginas a espacio simple; el cálculo para determinar cuánto se les pagaría a los agricultores <head>ocupaba<head> varias páginas. 	extender	abarcar	prolongar	durar	continuar por							
Los capítulos de este libro de Paul Collins se han <head>publicado<head> en Quarterly Concern de McSweeney. 	adquirir un lugar de consideracion	toparse con	aparecer	pasar	encontrarse con	desfilar	marchar	ganar la cosideracion				
 No tenga miedo de traer a un negociador profesional, alguien que <head>dirija<head> una reunión, cualquier persona que necesite para resolver los problemas, aconseja Johnson. 	dirigir	liderar	guiar	mediar								
De todos modos, aquí hay algunas imágenes estáticas del barco : es impulsado por un motor sin escobillas que impulsa una hélice, pero cuando está <head>funcionando<head> no puede verlo. 	correr	navegar	funcionar	marchar	mover	caminar						
El año pasado, por ejemplo, <head>llevamos a cabo<head> 2659 elecciones en un tiempo medio de 40 días. Y el 92,5 % de estas elecciones se llevaron a cabo en 56 días. Este es un récord bastante notable y estamos muy orgullosos de él. 	realizar	tener la elecciones	llevar a cabo las elecciones	ejecutar	llevar a cabo	organizar	hacer					
Esta es una discusión excelente e importante porque <head>va<head> en contra de la mayoría de las conversaciones comunes de la generación pasada. 	llevar	pasar	comprender	tomar en cuenta	dirigir	abarcar	conducir					
Se rumorea que Apple es solo B4 que ofrece una computadora barata ($ 500) que <head>ejecuta<head> el sistema operativo OS-X a prueba de balas. 	correr	operar	contener	incluir	manejar							
¿Por qué <head>huyes<head> de mí? 	huir	alejar	correr	esconder	escapar							
El domingo en Craven Cottage, José Mourinho y sus estrellas exhibieron todos los síntomas anteriores y fueron obligados a pagar el precio por un <head>equipo<head> de Fulham que en las semanas anteriores se había despertado después de los partidos con la cabeza pateada. 	equipo	parte	lado									
De nuestro <head>lado<head> : proporcionar más ayuda, desvinculada del comercio; cancelar la deuda; ayudar con el buen gobierno y la infraestructura; entrenamiento a los soldados, con la bendición de la ONU, en resolución de conflictos; fomentar la inversión; y el acceso a nuestros mercados para que practiquemos el libre comercio que tanto nos gusta predicar. 	lado	parte	frente									
Si quieres encontrar a alguien que pueda componer el <head>lado<head> bíblico, escríbenos. 	parte	punto de vista	version	lado	perspectiva							
Esto requiere alguna acción de tu <head>parte<head> : si recibes el mensaje de que un espía está invertido, recuerda la ciudad de donde vino, ve directamente al mapa del imperio y envía un espía a esa ciudad. 	parte	lado	de tu parte	de tu lado								
entonces quisiera que estuvieras del otro <head>lado<head> de Cristo. 	lado	parte	el otro lado									
31/12/04 – David Magda dice : Por otro <head>lado<head>, si tiene un back-end Unix-y (p. ej., NIS) y desea que los clientes minoritarios de Windows inicien sesión, puede probar pGINA : http://pgina.xpasystems.com / 1/1/05 – Pete dice : Gracias por el excelente artículo. 	lado doblado	por otro lado	en contraparte	lado	otro lado	en el opuesto						
¿De qué <head>lado<head> estaré, cuando todas estas cosas transitorias sean abolidas, cuando los muertos hayan resucitado de sus sepulcros, cuando la gran congregación se levante sobre la tierra y sobre el mar, cuando todo valle, y toda montaña, y todo río y todo mar estarán atestados de multitudes de pie en formación? 	lado	parte	bando	lugar								
Esto ayudará a las generaciones más jóvenes a conocer y comprender mejor a sus vecinos que viven al otro <head>lado<head> del Mediterráneo. 	lado	parte	otro lado	orilla								
Bajo el liderazgo de Zeldman, el grupo cambió su enfoque de los fabricantes de navegadores al otro <head>lado<head> de la ecuación de los estándares web : los desarrolladores y las herramientas de creación responsables de la maraña de código no estándar que se encuentra hoy en la web. 	lado	parte	frente	otro parte	otro lado	extremo						
Gattlinburg, Tennessee, es una ciudad turística para alojarse en el <head>lado<head> norte del parque. 	parte	lado										
Las tarifas anuales se <head>cobran<head> de forma prorrateada para que correspondan con la fecha de renovación estandarizada en diciembre. 	cargar	cobrar	tomar									
Mientras tanto, George comienza planes obsesivos para su funeral... George, desconfiado, <head>sube<head> a la habitación de ella para confrontarlos. 	entrar	caminar	dirigir	encaminar	arremeter	cargar contra						
Pauline Gilmore, de 32 años, fue <head>acusada<head> de poseer una bomba explosiva, 14 balas y 21 dardos explosivos en un campo en Drumcree el miércoles por la mañana. 	acusar	culpar										
Enchufe su h 10 en la toma USB y se <head>cargará<head> sin el adaptador de enchufe. 	cargar	recargar	obtener energia									
Policía estadounidense de Nevada acusado de conducción imprudente y homicidio involuntario Un policía estatal fue <head>acusado<head> el lunes de nueve delitos graves de conducción imprudente y homicidio involuntario en un accidente en el que murieron cuatro personas. 	acusar	inculpar										
A pesar de esto, sin darse cuenta de las trampas explosivas colocadas a su alrededor, todo el núcleo de poder de la administración Bush saltó sobre los documentos de Níger como si fueran un caballo de batalla y se <head>lanzaron a la carga<head> en un bombardeo masivo de relaciones públicas. 	anular	cargar	arremeter	eliminar	enfrentar							
La cuestión no es un tema de oferta y demanda porque la afirmación que se examina no es “ Vamos a <head>cobrar<head> mucho porque podemos conseguir ese precio. 	cobrar	cargar										
Entonces, ¿quiénes son las personas <head>acusadas<head> de propiedad robada? preguntó. 	acusar	culpar										
La comisión es la cantidad que se <head>cobra<head> para ejecutar una operación. 	cobrar	cargar										
Al darse cuenta de inmediato de que habían llegado extraños, los animales los <head>cargaron<head> y los caballos comenzaron a pelear. 	cargar	arremeter	hacer cargo de	atacar								
Ir a la corte : procedimiento de juicio <head>civil<head> Este folleto explica lo que sucede cuando va a la corte por casos <head>civiles<head> que involucran negligencia o daños. 	civil	social										
Con el debido respeto a nuestras autoridades <head>civiles<head> y legisladores, estamos llamados a testimoniar con la palabra y la acción las verdades esenciales de nuestra fe. 	civil											
Es contrario al espíritu de la ley <head>civil<head> y al funcionamiento natural de la ley económica. 	civil	laico										
Sí, de vez en cuando nos metemos en algunas discusiones acaloradas aquí, y el lenguaje puede volverse un poco colorido a veces, pero en general, los carteles son relativamente <head>civilizados<head> y de buen comportamiento. 	civil	educado	bien	social	cortes	adecuado	civilizado	amable				
Lionel, Singapur Líbano ha superado todas las adversidades en el pasado, desde guerras <head>civiles<head> hasta invasiones israelíes. 	civil											
Esto significa combatir la corrupción, construir sectores públicos fuertes y responsables que cuenten con el personal necesario para brindar servicios vitales y garantizar que los parlamentos, la sociedad <head>civil<head> y los medios de comunicación puedan monitorear el gasto público y actuar como guardianes contra la corrupción. 	civil											
Las personas verdaderamente elegantes encuentran la manera de ser educadas, <head>civilizadas<head> y corteses. 	civil	educado	urbano	civilizado	amable							
No es solo otra pieza de época sobre el inquietante pasado de Alemania, esta película debería tener una profunda resonancia para los fanáticos del cine de hoy que están preocupados por los derechos humanos y <head>civiles<head>. 	civil											
Los gestos espontáneos son un pastel en la cara de la sociedad <head>civil<head>. 	civil	laico										
Dado que el discurso <head>cívico<head> en nuestro país es cada vez más escaso, y la palabra locura en este contexto implica una falta de tal civismo, ¿cómo puede ser eso algo bueno para alguien o la marca de un gran presidente? Eh, un episodio, ¿qué-evuh?. 	civil	social	gentil									
O podría haber estado <head>limpiando<head> armarios, amamantando a un niño con mononucleosis y jugando a Santa. 	limpiar	acomodar	arreglar	sacar	despejar	vaciar						
4.2 Se debe alentar a los dueños de perros y caballos a que <head>limpien<head> los desechos de sus animales. 	recoger	limpiar	asear	levantar								
El miércoles, los demócratas de todo Estados Unidos se unieron para restaurar la verdad y la confianza en el gobierno y <head>limpiar<head> la cultura republicana de corrupción que ha invadido la capital de nuestra nación. 	eliminar	limpiar	barrer	erradicar	retirar							
Miró a Crono, que estaba <head>limpiando<head> la sangre de su espada. 	limpiar	quitar	retirar									
Eso es bueno porque hicimos mucho, pero ahora hay una clara y obvia necesidad de <head>limpiar<head>. 	limpiar	recoger	asear	levantar								
El primero en <head>limpiar<head> su tazón por completo gana. 	vaciar	limpiar	terminar	dejar vacio	dejar limpio							
Siempre llegaba tarde, tenía accidentes de camino al trabajo y tenía que ir a casa, limpiarme y cambiarme. 	limpiar	asear	arreglar									
Grace tiene el dinero para <head>limpiar<head>. 	limpiar	recoger	asear									
Pero sobre todo la herida había querido <head>limpiarse<head> sola. 	limpiar	curar	asear									
¿Quieren que <head>arreglemos<head> el desorden mientras ellos toman el camino alto y gratuito de condenar públicamente nuestra acción militar unilateral? 	limpiar	recoger	levantar									
Es interesante notar que cuando el Sr. Cleary inauguró el servicio ferroviario de motor en 1911, estaba en una prueba de tres meses con las autoridades postales que insistieron en que esto fuera seguido por un <head>carruaje<head> y cinco caballos hasta el final para garantizar su llegada segura. 	carruaje	carreta	vagon	carro	coche							
Pero la falta de éxito en el 2004 tiene el hacha sobre el <head>entrenador<head> novato de los Pigs, Mark Watkins. 	entrenador											
Te invito a formar parte de esta comunidad de compromiso y a comenzar tu viaje para convertirte en un <head>entrenador<head> magistral. 	entrenador	tutor										
Como <head>entrenador<head>, hablamos y escuchamos con la intención de ayudar a las personas a sacar a la superficie, cuestionar y reformular suposiciones. 	entrenador	tutor										
El reglamento del Campeonato establece que la SA pagará el 100 % de los viajes, el alojamiento, el uniforme de los <head>entrenadores<head> y el pasaje aéreo (? 	entrenador	camion	autobus									
También hemos propuesto que sigan fomentando formas de dar mayor prioridad a los autocares en la red nacional de carreteras tras la exitosa introducción de un carril exclusivo en la M4 Spur a Heathrow. 	autobus	camion	carro	carruaje								
“ Mi entrenador llegó muy tarde anoche y aún no he desempacado mis pertenencias. 	carruaje	autobus	camion	medio de transporte								
Además de los <head>coches<head> de función para actividades comunes, el tren dispondría de <head>coches<head> cama (wagons lites) con compartimentos individuales. 	vagon	carro	coche	medio de transporte	carro de tren							
Saltamos de nuevo al autobús, ¡ahora a la panadería! 	carro	carruaje	autobus	camion	coche	vehiculo						
Esto también está en la esencia misma o el corazón de ser un <head>entrenador<head>. 	entrenador	profesor										
Cortar el césped La forma en que corta el césped también afectará su capacidad para sobrevivir en condiciones cálidas y <head>secas<head>. 	seco	arido										
Los ensayos clínicos queman dinero rápidamente, poniendo a las empresas en una posición precaria si no obtienen resultados definitivos antes de que sus cuentas bancarias se agoten. 	seco	vacio	acabado	improductivo								
Sorprendentemente, en un continente tan <head>seco<head> como Australia, la sal se convierte en un problema cuando hay demasiada agua. 	seco	arido	aciago									
Para las personas que lo conocían, era típico de su humor <head>seco<head>, pero algunos en la audiencia pensaron que estaba borracho. 	seco	parco	aburrido	hosco	laconico							
El romance es <head>aburrido<head>... y <head>seco<head>. 	seco	aburrido	insipido	soso	aciago	triste						
Parte c) Todo esto ha estado un poco <head>seco<head> hasta ahora : ahora un poco de diversión. 	seco	aburrido	soso	triste	breve	laconico						
Quizás más que nada lo que uno ama de este libro es el ingenio <head>seco<head> e <head>incisivo<head> de Fowler. 	conciso	breve	seco	hosco	compendioso	incisivo	parco					
El problema es que Aari parece no tener ningún recuerdo de su amor más que una recitación <head>seca<head> como si estuviera leyendo un guión de quién se supone que es. 	breve	seco	conciso	insipido	vago	simple	triste	sencillo				
Demostró que en dos años en Illinois habían votado noventa y seis pueblos <head>secos<head>, y que a ese ritmo pronto pasaríamos por encima de Montana y lo tendríamos <head>seco<head>. 	seco	desecado	agotado	parco								
Si la mezcla está demasiado <head>seca<head>, agregue un poco de agua; si es demasiado suave, agregue un poco de harina. 	seco											
Ella debía estar esperando con las otras vírgenes, sus damas de honor y acompañantes, quienes tendrían aceite en sus lámparas en caso de que el novio decidiera llegar <head>tarde<head> en la noche. 	tarde	entrada	despues									
Esto encaja con mucho de mi pensamiento últimamente cuando se trata de la Iglesia. 	tarde	ultimamente	posterior	recientemente								
Llegaba <head>tarde<head> a casa del trabajo, se ponía los auriculares y escuchaba su programa deportivo favorito en la radio, leía el periódico y se quedaba dormido, dice Tilly. 	tarde	despues										
Llegamos <head>tarde<head> a hacer esto porque me negué a usar el sistema de carrito de compras de otra persona que no escribí y en quien no podía confiar. 	tarde	retrasado										
Muy <head>tarde<head> en la película, finalmente se casa con Scarlett. 	tarde	ultima parte	al final	avanzado	despues							
Solo había 10 palos de golf a fines del siglo XVIII. 	ultima parte	tardio	ultima porcion	a fines	al final	finales de	tarde					
Este miedo a llegar <head>tarde<head> o <head>tarde<head> es un problema más antiguo y peligroso de lo que parece. 	tarde	retrasado	tardado									
Todavía en 1918, eligieron 32 legisladores estatales. 	posterior	recientemente	tan tarde como	hasta	tarde							
A <head>finales<head> de los 60, se mudó a California, se aburrió y se mudó a Nashville donde comenzó a trabajar en su primer álbum titulado Old No.1. 	a finales de	ultima porcion de	a fines	ultima parte de								
Me casé <head>tarde<head> y tuve hijos más <head>tarde<head> y, en retrospectiva, mi ensimismamiento en mi propia carrera engañó a mis hijos de conocer a este hombre que me enseñó tanto. 	tarde	avanzado en edad	cuando era grande	mayor	edad avanzada	maduramente	despues					
Mi interés por la política de defensa de Europa no es nada <head>nuevo<head>. 	nuevo	novedoso	reciente									
No comience una <head>nueva<head> página para <head>nuevas<head> secciones (capítulos) o subsecciones. 	nuevo	siguiente										
